,path-to-filename,symbol_id,latex,map-MNIST-label,slice
0,inf,inf,inf,inf,inf
1,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
2,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
3,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
4,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
5,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
6,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
7,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
8,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
9,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
10,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
11,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
12,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
13,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
14,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
15,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
16,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
17,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
18,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
19,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
20,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
21,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
22,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
23,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
24,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
25,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
26,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
27,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
28,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
29,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
30,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
31,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
32,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
33,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
34,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
35,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
36,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
37,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
38,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
39,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
40,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
41,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
42,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
43,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
44,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
45,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
46,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
47,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
48,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
49,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
50,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
51,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
52,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
53,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
54,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
55,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
56,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
57,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
58,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
59,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
60,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
61,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
62,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
63,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
64,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
65,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
66,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
67,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
68,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
69,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
70,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
71,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
72,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
73,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
74,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
75,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
76,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
77,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
78,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
79,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
80,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
81,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
82,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
83,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
84,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
85,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
86,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
87,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
88,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
89,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
90,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
91,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
92,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
93,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
94,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
95,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
96,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
97,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
98,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
99,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
100,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
101,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
102,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
103,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
104,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
105,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
106,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
107,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
108,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
109,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
110,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
111,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
112,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
113,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
114,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
115,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
116,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
117,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
118,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
119,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
120,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
121,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
122,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
123,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
124,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
125,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
126,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
127,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
128,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
129,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
130,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
131,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
132,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
133,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
134,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
135,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
136,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
137,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
138,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
139,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
140,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
141,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
142,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
143,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
144,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
145,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
146,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
147,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
148,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
149,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
150,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
151,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
152,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
153,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
154,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
155,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
156,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
157,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
158,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
159,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
160,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
161,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
162,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
163,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
164,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
165,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
166,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
167,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
168,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
169,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
170,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
171,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
172,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
173,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
174,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
175,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
176,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
177,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
178,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
179,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
180,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
181,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
182,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
183,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
184,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
185,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
186,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
187,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
188,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
189,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
190,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
191,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
192,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
193,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
194,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
195,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
196,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
197,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
198,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
199,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
200,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
201,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
202,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
203,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
204,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
205,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
206,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
207,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
208,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
209,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
210,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
211,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
212,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
213,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
214,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
215,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
216,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
217,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
218,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
219,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
220,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
221,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
222,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
223,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
224,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
225,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
226,/entireHasy_src_img/0Y59_00163.png,55,Y,34,0
